0.019277,3.2183,0.1818,2.7523e-05,1.0396e-06,3.4221,0.084629,0.18182,0.067445,0.1895,0.068536,0.053919,0.040361,0.0010828,0.3174,1.4122,0.034257,0.23037,4.5565e-05,7.6308e-10,6.0742e-10,1.0567e-05,4.8099e-06,5.3937e+07,9415.4,10187,0.098495,0.0027241,0.010383,0.00099549,0.20907,18.884,4.8069e+07,955.48,0.028902,0.058642,0.0069742,8.3208,4.7068,4.0327,4.0716
0.020233,3.592,0.21893,2.77e-05,1.0841e-06,3.2808,0.078536,0.19172,0.071934,0.18492,0.069317,0.0532,0.0365,0.00091486,0.35992,1.5046,0.034469,0.25902,4.6712e-05,8.0492e-10,5.7935e-10,1.1616e-05,5.7071e-06,5.3162e+07,10566,9681.9,0.1063,0.0024292,0.009573,0.0010262,0.20448,20.578,5.1936e+07,1024.6,0.029518,0.054806,0.0060539,8.2941,4.9302,4.0611,4.3795
0.020074,3.6136,0.20839,2.4228e-05,1.007e-06,3.2211,0.078658,0.18529,0.065967,0.18164,0.067942,0.052321,0.040281,0.0009943,0.34924,1.6497,0.041429,0.26731,5.0018e-05,7.6539e-10,6.1757e-10,1.1476e-05,5.7156e-06,5.4474e+07,9657.8,10585,0.093065,0.0025595,0.010087,0.0010281,0.21702,19.476,5.2225e+07,990.73,0.032964,0.062192,0.006946,7.9679,5.4661,4.3443,4.0918
0.021859,3.2298,0.19482,2.3478e-05,1.0784e-06,3.6361,0.075775,0.18008,0.069358,0.19445,0.069156,0.047023,0.04118,0.00097211,0.37171,1.5482,0.035737,0.24802,4.7828e-05,8.1017e-10,6.0554e-10,1.0622e-05,5.6725e-06,4.7403e+07,10646,9535.9,0.096376,0.0025509,0.010858,0.0010479,0.19029,18.45,5.3311e+07,953.26,0.028114,0.060816,0.0066201,7.5151,5.3127,4.3591,4.1545
0.019891,3.035,0.1996,2.577e-05,9.1312e-07,3.2572,0.079078,0.18883,0.070041,0.19054,0.077774,0.050598,0.040249,0.00096112,0.32469,1.3521,0.038165,0.25937,4.3651e-05,8.1053e-10,6.1807e-10,1.16e-05,4.8612e-06,5.0797e+07,9807.5,10976,0.10758,0.0023609,0.0097509,0.001038,0.19443,19.986,4.5444e+07,973.98,0.027644,0.058046,0.0063507,8.3369,5.1967,4.352,3.8273
0.01833,3.3977,0.21675,2.8029e-05,9.863e-07,3.9111,0.077582,0.19825,0.073092,0.18564,0.076245,0.047088,0.038387,0.00093487,0.32886,1.6164,0.037173,0.26835,4.7643e-05,7.5352e-10,5.4318e-10,1.0181e-05,4.6885e-06,4.6888e+07,10693,10577,0.096875,0.0025883,0.009289,0.0009313,0.1895,20.389,5.0885e+07,920.11,0.027756,0.057467,0.0067745,7.2272,4.6507,4.0756,4.2213
0.019138,3.2236,0.20079,2.5e-05,9.6303e-07,3.7187,0.08297,0.18114,0.070561,0.16438,0.075163,0.045523,0.039952,0.00097013,0.37738,1.5999,0.040434,0.25259,4.5313e-05,6.8022e-10,5.5051e-10,1.1167e-05,5.4671e-06,4.8513e+07,10612,9750.3,0.10696,0.0027138,0.010321,0.00099777,0.21605,19.925,5.1067e+07,1013.5,0.032399,0.060582,0.0060344,8.0997,5.3656,3.9893,3.8888
0.018679,3.4247,0.20525,2.8557e-05,1.0074e-06,3.4199,0.074401,0.21488,0.065157,0.17944,0.081542,0.048069,0.040684,0.0010887,0.33319,1.5001,0.040822,0.25077,4.1763e-05,7.1433e-10,6.0744e-10,1.0683e-05,4.9639e-06,5.1063e+07,9623.6,10492,0.10578,0.0026372,0.0098906,0.00096791,0.18596,18.172,4.7368e+07,1030.1,0.032294,0.063088,0.0061471,8.0054,5.2257,3.9552,4.3567
0.020371,3.2086,0.19496,2.4193e-05,1.0415e-06,3.5741,0.078427,0.18315,0.064707,0.17059,0.077963,0.04918,0.041192,0.00090349,0.36429,1.4411,0.039374,0.27392,4.9599e-05,6.9597e-10,5.6949e-10,1.1479e-05,4.7331e-06,5.1446e+07,10751,9259.4,0.10591,0.0025326,0.010587,0.0010037,0.19231,18.425,5.0039e+07,1069.5,0.031582,0.055046,0.0060173,8.1343,5.082,4.2996,4.3852
0.018542,3.0674,0.20779,2.4466e-05,9.6926e-07,3.7787,0.072099,0.20489,0.070488,0.1805,0.06771,0.048836,0.039591,0.0009698,0.37341,1.4577,0.034899,0.27161,4.3185e-05,7.676e-10,5.7257e-10,1.137e-05,4.8739e-06,5.1153e+07,10657,10625,0.10194,0.0023538,0.010876,0.0010621,0.21288,21.683,5.0381e+07,948.98,0.029596,0.062082,0.0069027,8.143,4.623,4.392,3.8383
