0 2498.5 2.4985e+06 2.4985e+06 249.85 249.85 1e+06 100
1 2108.3 2.7306e+06 2.1298e+06 308.18 236.38 7.0951e+05 106.54
2 1771.4 2.9127e+06 1.8239e+06 357.4 223.49 5.1147e+05 111.57
3 1482.7 3.0403e+06 1.5695e+06 399.04 211.19 3.7457e+05 115.33
4 1236.9 3.1133e+06 1.3572e+06 434.37 199.46 2.7454e+05 118.05
5 1028.8 3.1353e+06 1.1794e+06 464.42 188.29 2.0329e+05 119.89
6 853.59 3.1122e+06 1.0297e+06 490.04 177.68 1.5075e+05 121.02
7 706.66 3.0514e+06 9.0292e+05 511.91 167.62 1.1159e+05 121.54
8 583.95 2.9607e+06 7.9497e+05 530.59 158.08 82894 121.57
9 481.79 2.8473e+06 7.0247e+05 546.56 149.05 61351 121.18
10 396.98 2.7181e+06 6.2272e+05 560.2 140.51 45586 120.45
11 326.74 2.5789e+06 5.5357e+05 571.82 132.43 33690 119.43
12 268.68 2.4343e+06 4.9327e+05 581.68 124.8 24943 118.17
13 220.77 2.2882e+06 4.4044e+05 590.01 117.6 18467 116.73
14 181.28 2.1435e+06 3.9394e+05 597 110.8 13606 115.12
15 148.79 2.0023e+06 3.5285e+05 602.82 104.38 10031 113.38
16 122.06 1.8662e+06 3.1642e+05 607.59 98.335 7393.9 111.55
17 100.1 1.7362e+06 2.8404e+05 611.43 92.631 5445.8 109.63
18 82.064 1.6128e+06 2.5518e+05 614.46 87.255 4005.3 107.66
19 67.263 1.4965e+06 2.2941e+05 616.76 82.187 2939.5 105.65
20 55.121 1.3872e+06 2.0638e+05 618.41 77.412 2157.8 103.61
21 45.163 1.285e+06 1.8575e+05 619.49 72.912 1583.6 101.57
22 36.999 1.1897e+06 1.6726e+05 620.05 68.672 1161.8 99.522
23 30.307 1.101e+06 1.5067e+05 620.16 64.678 852.21 97.487
24 24.824 1.0186e+06 1.3577e+05 619.85 60.915 625.06 95.466
25 20.331 9.421e+05 1.2238e+05 619.18 57.371 458.52 93.462
26 16.65 8.7126e+05 1.1034e+05 618.19 54.032 336.45 91.477
27 13.635 8.0569e+05 99503 616.9 50.887 246.95 89.509
28 11.166 7.4504e+05 89742 615.36 47.925 181.41 87.556
29 9.143 6.8897e+05 80945 613.59 45.135 133.41 85.616
30 7.4866 6.3716e+05 73013 611.61 42.507 98.242 83.689
31 6.1301 5.8929e+05 65858 609.45 40.033 72.458 81.773
32 5.0194 5.4508e+05 59403 607.13 37.702 53.54 79.869
33 4.1098 5.0425e+05 53577 604.66 35.507 39.648 77.978
34 3.365 4.6654e+05 48320 602.07 33.439 29.434 76.102
35 2.7552 4.3172e+05 43576 599.36 31.492 21.914 74.243
36 2.2558 3.9956e+05 39295 596.55 29.658 16.37 72.403
37 1.847 3.6986e+05 35432 593.66 27.931 12.273 70.585
38 1.5122 3.4242e+05 31946 590.69 26.305 9.2407 68.789
39 1.2381 3.1707e+05 28802 587.65 24.773 6.9902 67.019
40 1.0137 2.9365e+05 25965 584.56 23.33 5.3157 65.276
41 0.82998 2.72e+05 23407 581.42 21.972 4.0662 63.561
42 0.67954 2.52e+05 21100 578.23 20.692 3.1307 61.877
43 0.55637 2.335e+05 19020 575.01 19.487 2.4279 60.223
44 0.45552 2.1639e+05 17144 571.75 18.352 1.8981 58.6
45 0.37295 2.0057e+05 15453 568.47 17.284 1.4971 57.011
46 0.30535 1.8594e+05 13928 565.18 16.277 1.1924 55.454
47 0.25 1.724e+05 12554 561.86 15.329 0.93398 53.931
48 0.20468 1.5987e+05 11316 558.55 14.437 0.66568 52.441
49 0.16758 1.4828e+05 10199 555.22 13.596 0.49853 50.985
50 0.13721 1.3754e+05 9192.9 551.89 12.804 0.38771 49.563
51 0.11234 1.276e+05 8286 548.55 12.058 0.31118 48.175
52 0.091973 1.184e+05 7468.8 545.2 11.356 0.25691 46.82
53 0.075301 1.0987e+05 6732.3 541.86 10.695 0.21783 45.498
54 0.061652 1.0198e+05 6068.6 538.53 10.072 0.18961 44.209
55 0.050476 94657 5470.5 535.19 9.4855 0.16946 42.953
56 0.041327 87876 4931.5 531.87 8.9331 0.15563 41.729
57 0.033836 81590 4445.7 528.55 8.4129 0.14704 40.537
58 0.027702 75763 4008 525.24 7.9229 0.14313 39.376
59 0.022681 70360 3613.5 521.94 7.4616 0.14378 38.245
60 0.01857 65350 3258 518.65 7.027 0.1493 37.145
61 0.015203 60703 2937.6 515.38 6.6178 0.16058 36.074
62 0.012448 56393 2648.9 512.12 6.2324 0.1792 35.033
63 0.010191 52395 2388.6 508.88 5.8695 0.20787 34.019
64 0.0083439 48685 2154 505.64 5.5277 0.25096 33.034
65 0.0068315 45242 1942.6 502.43 5.2057 0.31562 32.075
66 0.0055931 42047 1752 499.23 4.9026 0.41339 31.144
