0 7495.5 7.4955e+06 7.4955e+06 749.55 749.55 1e+06 100
1 6608.4 1.0242e+07 6.518e+06 925.75 713.89 8.4384e+05 122.62
2 5788.3 1.3513e+07 5.7858e+06 1078.7 679.25 7.132e+05 141.81
3 5037.2 1.7212e+07 5.2743e+06 1214.6 645.65 6.0267e+05 158.38
4 4356 2.1174e+07 4.9627e+06 1339 613.13 5.0437e+05 173.1
5 3744.2 2.5175e+07 4.8324e+06 1456.9 581.71 4.2245e+05 186.67
6 3199.8 2.8961e+07 4.8656e+06 1572.8 551.41 3.5277e+05 199.73
7 2719.8 3.2287e+07 5.0437e+06 1690.8 522.27 2.9263e+05 212.83
8 2300.5 3.4945e+07 5.3455e+06 1814.2 494.29 2.4181e+05 226.46
9 1937 3.6794e+07 5.7465e+06 1946.1 467.5 1.9834e+05 240.98
10 1624.4 3.7771e+07 6.2177e+06 2088.4 441.88 1.6216e+05 256.66
11 1357.3 3.7891e+07 6.7266e+06 2242.5 417.44 1.318e+05 273.63
12 1130.6 3.7231e+07 7.2388e+06 2409 394.16 1.0636e+05 291.91
13 939.22 3.5913e+07 7.7201e+06 2587.4 372.03 85435 311.4
14 778.38 3.4082e+07 8.1395e+06 2776.3 351.01 68243 331.89
15 643.8 3.189e+07 8.4719e+06 2973.8 331.08 54201 353.11
16 531.57 2.9476e+07 8.6997e+06 3177.3 312.2 42809 374.72
17 438.28 2.6964e+07 8.8138e+06 3383.9 294.33 33614 396.37
18 360.93 2.445e+07 8.8129e+06 3590.6 277.44 26261 417.7
19 296.92 2.2009e+07 8.7027e+06 3794.5 261.47 20416 438.38
20 244.07 1.9693e+07 8.4945e+06 3993 246.39 15796 458.12
21 200.48 1.7535e+07 8.2026e+06 4183.6 232.16 12166 476.68
22 164.58 1.5553e+07 7.8435e+06 4364.6 218.73 9328.8 493.88
23 135.05 1.3753e+07 7.4338e+06 4534.3 206.06 7123.8 509.58
24 110.77 1.2132e+07 6.9894e+06 4691.9 194.11 5418.7 523.73
25 90.825 1.0683e+07 6.5248e+06 4836.7 182.85 4106.5 536.3
26 74.452 9.3939e+06 6.0524e+06 4968.3 172.23 3101.3 547.34
27 61.018 8.252e+06 5.5826e+06 5086.9 162.23 2334.5 556.91
28 49.998 7.2437e+06 5.1235e+06 5192.6 152.8 1751.9 565.09
29 40.963 6.3555e+06 4.6814e+06 5286 143.92 1311 571.99
30 33.556 5.5744e+06 4.2605e+06 5367.5 135.55 978.51 577.71
31 27.486 4.8887e+06 3.8637e+06 5438 127.66 728.59 582.32
32 22.512 4.2873e+06 3.4927e+06 5498 120.23 541.32 585.86
33 18.437 3.7607e+06 3.1479e+06 5548.4 113.24 401.38 588.34
34 15.099 3.3e+06 2.8295e+06 5589.8 106.65 297.08 589.76
35 12.364 2.8972e+06 2.5368e+06 5623.1 100.44 219.54 590.09
36 10.125 2.5454e+06 2.2689e+06 5648.9 94.593 162.01 589.28
37 8.2907 2.2383e+06 2.0247e+06 5667.9 89.087 119.42 587.32
38 6.7886 1.9701e+06 1.8029e+06 5680.7 83.9 87.946 584.22
39 5.5586 1.736e+06 1.6024e+06 5688 79.015 64.72 580
40 4.5514 1.5314e+06 1.4215e+06 5690.3 74.415 47.607 574.71
41 3.7266 1.3526e+06 1.259e+06 5688.1 70.082 35.012 568.44
42 3.0512 1.1961e+06 1.1135e+06 5681.9 66.001 25.751 561.27
43 2.4982 1.0591e+06 9.8347e+05 5672.3 62.158 18.947 553.3
44 2.0455 9.3889e+05 8.676e+05 5659.5 58.538 13.95 544.63
45 1.6747 8.3336e+05 7.646e+05 5643.9 55.129 10.282 535.36
46 1.3712 7.4058e+05 6.7321e+05 5626 51.919 7.5888 525.6
47 1.1227 6.5891e+05 5.9228e+05 5605.9 48.896 5.6115 515.43
48 0.91917 5.8692e+05 5.2072e+05 5584 46.048 4.1589 504.93
49 0.75257 5.2339e+05 4.5754e+05 5560.5 43.367 3.091 494.19
50 0.61616 4.6725e+05 4.0183e+05 5535.6 40.841 2.305 483.27
51 0.50447 4.1759e+05 3.5275e+05 5509.5 38.463 1.7258 472.23
52 0.41303 3.7359e+05 3.0957e+05 5482.4 36.223 1.2981 461.13
53 0.33817 3.3457e+05 2.716e+05 5454.4 34.114 0.95388 450.01
54 0.27687 2.9993e+05 2.3825e+05 5425.6 32.127 0.63389 438.91
55 0.22668 2.6913e+05 2.0895e+05 5396.3 30.256 0.44311 427.87
56 0.18559 2.4173e+05 1.8325e+05 5366.4 28.494 0.32081 416.93
57 0.15195 2.1732e+05 1.6069e+05 5336.1 26.835 0.23864 406.1
58 0.12441 1.9555e+05 1.4092e+05 5305.4 25.272 0.1816 395.41
59 0.10186 1.7612e+05 1.2358e+05 5274.5 23.8 0.14108 384.87
60 0.083394 1.5876e+05 1.0839e+05 5243.3 22.414 0.1118 374.51
61 0.068278 1.4323e+05 95070 5212 21.109 0.090387 364.32
62 0.055901 1.2933e+05 83402 5180.5 19.88 0.074611 354.33
63 0.045768 1.1687e+05 73179 5149 18.722 0.062967 344.54
64 0.037472 1.0569e+05 64222 5117.4 17.632 0.054424 334.96
65 0.03068 95660 56374 5085.8 16.605 0.048281 325.59
66 0.025118 86645 49498 5054.3 15.638 0.044068 316.42
67 0.020565 78537 43473 5022.7 14.727 0.0415 307.48
68 0.016837 71240 38192 4991.2 13.87 0.040446 298.75
69 0.013785 64667 33563 4959.8 13.062 0.040932 290.23
70 0.011287 58740 29505 4928.5 12.301 0.043165 281.93
71 0.0092407 53393 25946 4897.3 11.585 0.047613 273.84
72 0.0075657 48565 22825 4866.2 10.91 0.055147 265.96
73 0.0061943 44201 20087 4835.3 10.275 0.067334 258.29
